scenario,concurrency,failure_rate,attempts,successful_commits,successful_commit_rate,stale_conflict_rate,retry_count,invariant_violation_count,partial_publication_count,deadlock_count,timeout_count,terminal_resurrection_count,duplicate_success_count,unaudited_terminal_count,throughput_ops_s,p50_ns,p95_ns,p99_ns,starvation_indicator,rollback_success_rate,seed
stale_snapshot,256,0.05,1000,50,0.05,0.893,893,0,0,0,0,0,0,0,11861.970974188016,1147,7955,15122,0,1.0,20268285
stale_snapshot,256,0.1,1000,3,0.003,0.907,907,0,0,0,0,0,0,0,12431.506130673537,1151,7433,11550,0,1.0,20268286
audit_write_failure,1,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,83596.62787940071,1991,5518,9422,0,1.0,20266732
audit_write_failure,1,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,73545.10499230462,2070,6939,9287,0,1.0,20266733
audit_write_failure,1,0.01,1000,892,0.892,0.0,0,0,0,0,0,0,0,0,79838.85325861933,1951,5898,8115,0,1.0,20266734
audit_write_failure,1,0.05,1000,855,0.855,0.0,0,0,0,0,0,0,0,0,79740.4734654567,1897,6137,7825,0,1.0,20266735
audit_write_failure,1,0.1,1000,811,0.811,0.0,0,0,0,0,0,0,0,0,68018.6183283884,1958,6000,8172,0,1.0,20266736
audit_write_failure,4,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,78977.03260998004,1959,6087,11141,0,1.0,20266762
audit_write_failure,4,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,76832.22577094742,1899,5915,8037,0,1.0,20266763
audit_write_failure,4,0.01,1000,888,0.888,0.0,0,0,0,0,0,0,0,0,77044.55247633469,1945,5933,9521,0,1.0,20266764
audit_write_failure,4,0.05,1000,860,0.86,0.0,0,0,0,0,0,0,0,0,80869.35200332484,1875,5929,8254,0,1.0,20266765
audit_write_failure,4,0.1,1000,805,0.805,0.0,0,0,0,0,0,0,0,0,82929.15735260736,1851,5953,8128,0,1.0,20266766
audit_write_failure,16,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,60345.84930397664,1876,6360,14530,0,1.0,20266882
audit_write_failure,16,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,66079.33154163398,1908,3055,13359,0,1.0,20266883
audit_write_failure,16,0.01,1000,888,0.888,0.0,0,0,0,0,0,0,0,0,60223.06019273718,1897,2962,10658,0,1.0,20266884
audit_write_failure,16,0.05,1000,847,0.847,0.0,0,0,0,0,0,0,0,0,76859.27190262529,1813,2179,10165,0,1.0,20266885
audit_write_failure,16,0.1,1000,808,0.808,0.0,0,0,0,0,0,0,0,0,73866.90203610616,2003,2573,9352,0,1.0,20266886
audit_write_failure,64,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,38185.25200793521,1857,8517,15276,0,1.0,20267362
audit_write_failure,64,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,39572.24304739469,1771,8326,15914,0,1.0,20267363
audit_write_failure,64,0.01,1000,890,0.89,0.0,0,0,0,0,0,0,0,0,38319.909549664975,2018,8564,15164,0,1.0,20267364
audit_write_failure,64,0.05,1000,857,0.857,0.0,0,0,0,0,0,0,0,0,35000.2922523956,1844,8721,15702,0,1.0,20267365
audit_write_failure,64,0.1,1000,805,0.805,0.0,0,0,0,0,0,0,0,0,38696.74621500703,1955,8173,15174,0,1.0,20267366
audit_write_failure,128,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,22680.06468808582,1966,11676,17283,0,1.0,20268002
audit_write_failure,128,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,22789.143179269522,1911,11997,15784,0,1.0,20268003
audit_write_failure,128,0.01,1000,890,0.89,0.0,0,0,0,0,0,0,0,0,20028.546286440454,1898,12993,18931,0,1.0,20268004
audit_write_failure,128,0.05,1000,849,0.849,0.0,0,0,0,0,0,0,0,0,22559.345573233484,2024,12637,17212,0,1.0,20268005
audit_write_failure,128,0.1,1000,801,0.801,0.0,0,0,0,0,0,0,0,0,23184.182378278092,1923,11523,16569,0,1.0,20268006
audit_write_failure,256,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,11937.015008776954,2694,14914,19775,0,1.0,20269282
audit_write_failure,256,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,13055.849188857956,2702,14615,20450,0,1.0,20269283
audit_write_failure,256,0.01,1000,889,0.889,0.0,0,0,0,0,0,0,0,0,12931.046076109687,2696,14505,19137,0,1.0,20269284
audit_write_failure,256,0.05,1000,853,0.853,0.0,0,0,0,0,0,0,0,0,12338.84009597535,2636,16055,19650,0,1.0,20269285
audit_write_failure,256,0.1,1000,817,0.817,0.0,0,0,0,0,0,0,0,0,12278.95275758765,2602,16100,21306,0,1.0,20269286
prepare_failure,1,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,71276.78750967555,2090,2684,13846,0,1.0,20267732
prepare_failure,1,0.001,1000,898,0.898,0.0,0,0,0,0,0,0,0,0,89664.27364637287,2026,2242,5908,0,1.0,20267733
prepare_failure,1,0.01,1000,888,0.888,0.0,0,0,0,0,0,0,0,0,93350.04174626178,1994,2283,2924,0,1.0,20267734
prepare_failure,1,0.05,1000,858,0.858,0.0,0,0,0,0,0,0,0,0,98137.70938566732,1984,2175,5415,0,1.0,20267735
prepare_failure,1,0.1,1000,797,0.797,0.0,0,0,0,0,0,0,0,0,95489.05867282755,1999,2238,5376,0,1.0,20267736
prepare_failure,4,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,82096.21857436928,2049,2412,6680,0,1.0,20267762
prepare_failure,4,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,79603.87836482965,2086,2496,7540,0,1.0,20267763
prepare_failure,4,0.01,1000,885,0.885,0.0,0,0,0,0,0,0,0,0,84019.07602734462,2050,2325,5061,0,1.0,20267764
prepare_failure,4,0.05,1000,844,0.844,0.0,0,0,0,0,0,0,0,0,73447.40989176616,1948,2225,5807,0,1.0,20267765
prepare_failure,4,0.1,1000,803,0.803,0.0,0,0,0,0,0,0,0,0,89188.82496133998,1959,2376,5229,0,1.0,20267766
prepare_failure,16,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,64676.254921457235,2096,3240,16544,0,1.0,20267882
prepare_failure,16,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,69733.86905693608,1899,3272,12486,0,1.0,20267883
prepare_failure,16,0.01,1000,884,0.884,0.0,0,0,0,0,0,0,0,0,66451.22735768413,2188,2672,10017,0,1.0,20267884
prepare_failure,16,0.05,1000,851,0.851,0.0,0,0,0,0,0,0,0,0,62743.58628793791,1992,2527,14587,0,1.0,20267885
prepare_failure,16,0.1,1000,805,0.805,0.0,0,0,0,0,0,0,0,0,69657.48023822645,1952,2728,13667,0,1.0,20267886
prepare_failure,64,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,32297.135715591805,1974,10351,18644,0,1.0,20268362
prepare_failure,64,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,34995.470011371486,1914,9353,17745,0,1.0,20268363
prepare_failure,64,0.01,1000,890,0.89,0.0,0,0,0,0,0,0,0,0,35965.36635922543,2051,9199,20055,0,1.0,20268364
prepare_failure,64,0.05,1000,849,0.849,0.0,0,0,0,0,0,0,0,0,35276.53042909108,1936,8395,15533,0,1.0,20268365
prepare_failure,64,0.1,1000,815,0.815,0.0,0,0,0,0,0,0,0,0,34754.90027587262,1916,9387,15685,0,1.0,20268366
prepare_failure,128,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,20837.627621082785,2023,13349,18288,0,1.0,20269002
prepare_failure,128,0.001,1000,898,0.898,0.0,0,0,0,0,0,0,0,0,22701.466834839062,2080,13393,21017,0,1.0,20269003
prepare_failure,128,0.01,1000,893,0.893,0.0,0,0,0,0,0,0,0,0,22229.82729315319,1915,11357,17371,0,1.0,20269004
prepare_failure,128,0.05,1000,862,0.862,0.0,0,0,0,0,0,0,0,0,22737.607486656896,1926,12089,17423,0,1.0,20269005
prepare_failure,128,0.1,1000,781,0.781,0.0,0,0,0,0,0,0,0,0,22948.629996605934,1929,12257,18223,0,1.0,20269006
prepare_failure,256,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,13073.662334566861,2687,14972,18146,0,1.0,20270282
prepare_failure,256,0.001,1000,898,0.898,0.0,0,0,0,0,0,0,0,0,13094.756644690098,2742,14917,18859,0,1.0,20270283
prepare_failure,256,0.01,1000,889,0.889,0.0,0,0,0,0,0,0,0,0,11533.379798250573,2743,15892,22470,0,1.0,20270284
prepare_failure,256,0.05,1000,851,0.851,0.0,0,0,0,0,0,0,0,0,11931.657565443431,2729,16650,23798,0,1.0,20270285
prepare_failure,256,0.1,1000,795,0.795,0.0,0,0,0,0,0,0,0,0,11716.980827436199,2769,16274,24450,0,1.0,20270286
commit_failure,1,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,87579.17157100982,2075,2400,6600,0,1.0,20268732
commit_failure,1,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,88323.62553630795,2139,2417,6844,0,1.0,20268733
commit_failure,1,0.01,1000,894,0.894,0.0,0,0,0,0,0,0,0,0,91325.24343889928,2037,2253,3135,0,1.0,20268734
commit_failure,1,0.05,1000,856,0.856,0.0,0,0,0,0,0,0,0,0,86631.33782945655,2069,2386,7505,0,1.0,20268735
commit_failure,1,0.1,1000,815,0.815,0.0,0,0,0,0,0,0,0,0,79439.89156773944,1974,2220,4024,0,1.0,20268736
commit_failure,4,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,90835.89369423722,1914,2138,3808,0,1.0,20268762
commit_failure,4,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,86867.54671028633,2002,2205,5416,0,1.0,20268763
commit_failure,4,0.01,1000,893,0.893,0.0,0,0,0,0,0,0,0,0,87183.0308344356,1897,2160,5954,0,1.0,20268764
commit_failure,4,0.05,1000,861,0.861,0.0,0,0,0,0,0,0,0,0,83816.19142768616,1921,2315,5381,0,1.0,20268765
commit_failure,4,0.1,1000,806,0.806,0.0,0,0,0,0,0,0,0,0,64856.27298621019,2324,2933,8344,0,1.0,20268766
commit_failure,16,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,53225.443231013836,2034,2727,17240,0,1.0,20268882
commit_failure,16,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,58038.03580717936,1955,2347,9541,0,1.0,20268883
commit_failure,16,0.01,1000,890,0.89,0.0,0,0,0,0,0,0,0,0,68518.33821377323,1910,2750,11129,0,1.0,20268884
commit_failure,16,0.05,1000,855,0.855,0.0,0,0,0,0,0,0,0,0,67301.444921654,2142,2609,13192,0,1.0,20268885
commit_failure,16,0.1,1000,816,0.816,0.0,0,0,0,0,0,0,0,0,66939.45386640819,2082,2622,10812,0,1.0,20268886
commit_failure,64,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,34671.66419413537,1914,10485,15996,0,1.0,20269362
commit_failure,64,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,37022.06366905152,1924,8331,15134,0,1.0,20269363
commit_failure,64,0.01,1000,889,0.889,0.0,0,0,0,0,0,0,0,0,36982.11175259296,1975,8239,14587,0,1.0,20269364
commit_failure,64,0.05,1000,856,0.856,0.0,0,0,0,0,0,0,0,0,35872.277473475595,1918,8428,14958,0,1.0,20269365
commit_failure,64,0.1,1000,805,0.805,0.0,0,0,0,0,0,0,0,0,38211.94392262713,2048,8160,15318,0,1.0,20269366
commit_failure,128,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,23378.92793167804,1940,11695,16811,0,1.0,20270002
commit_failure,128,0.001,1000,899,0.899,0.0,0,0,0,0,0,0,0,0,23091.404762627713,1929,12621,19003,0,1.0,20270003
commit_failure,128,0.01,1000,895,0.895,0.0,0,0,0,0,0,0,0,0,23204.29609904488,1974,12033,16862,0,1.0,20270004
commit_failure,128,0.05,1000,853,0.853,0.0,0,0,0,0,0,0,0,0,23485.262786250343,1847,11875,17073,0,1.0,20270005
commit_failure,128,0.1,1000,817,0.817,0.0,0,0,0,0,0,0,0,0,22942.207317944845,1914,11383,18169,0,1.0,20270006
commit_failure,256,0.0,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,11672.530245506954,2820,14962,18987,0,1.0,20271282
commit_failure,256,0.001,1000,900,0.9,0.0,0,0,0,0,0,0,0,0,12940.62889929202,2705,14976,20155,0,1.0,20271283
commit_failure,256,0.01,1000,893,0.893,0.0,0,0,0,0,0,0,0,0,12932.190743248324,2698,14732,18688,0,1.0,20271284
commit_failure,256,0.05,1000,852,0.852,0.0,0,0,0,0,0,0,0,0,11707.854195252921,2804,16918,26890,0,1.0,20271285
commit_failure,256,0.1,1000,809,0.809,0.0,0,0,0,0,0,0,0,0,12686.04062722415,2634,15648,21165,0,1.0,20271286
rollback_failure_simulation,1,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,82831.82116904049,1874,2200,5736,0,0.0,20269732
rollback_failure_simulation,1,0.001,1000,999,0.999,0.0,0,0,0,0,0,0,0,0,97263.89845169042,1807,2113,5836,0,1.0,20269733
rollback_failure_simulation,1,0.01,1000,989,0.989,0.0,0,0,0,0,0,0,0,0,97188.04847498708,1790,2010,5130,0,1.0,20269734
rollback_failure_simulation,1,0.05,1000,944,0.944,0.0,0,0,0,0,0,0,0,0,99964.43265492163,1857,2066,3451,0,1.0,20269735
rollback_failure_simulation,1,0.1,1000,887,0.887,0.0,0,0,0,0,0,0,0,0,103836.85485597535,1772,1926,3669,0,1.0,20269736
rollback_failure_simulation,4,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,85084.67371459633,2092,2418,5688,0,0.0,20269762
rollback_failure_simulation,4,0.001,1000,998,0.998,0.0,0,0,0,0,0,0,0,0,77336.33253924092,1971,6949,9254,0,1.0,20269763
rollback_failure_simulation,4,0.01,1000,994,0.994,0.0,0,0,0,0,0,0,0,0,72459.55181023724,1947,2268,7935,0,1.0,20269764
rollback_failure_simulation,4,0.05,1000,943,0.943,0.0,0,0,0,0,0,0,0,0,84341.93637962747,2090,2350,6470,0,1.0,20269765
rollback_failure_simulation,4,0.1,1000,911,0.911,0.0,0,0,0,0,0,0,0,0,86836.05370425126,2038,2232,6106,0,1.0,20269766
rollback_failure_simulation,16,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,67698.692616442,1908,3011,12012,0,0.0,20269882
rollback_failure_simulation,16,0.001,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,71083.63807474199,1850,2875,10496,0,0.0,20269883
rollback_failure_simulation,16,0.01,1000,993,0.993,0.0,0,0,0,0,0,0,0,0,69722.17595378301,1857,2716,12241,0,1.0,20269884
rollback_failure_simulation,16,0.05,1000,940,0.94,0.0,0,0,0,0,0,0,0,0,74525.81089659108,1790,2450,10984,0,1.0,20269885
rollback_failure_simulation,16,0.1,1000,908,0.908,0.0,0,0,0,0,0,0,0,0,70002.08396210901,1929,2529,12368,0,1.0,20269886
rollback_failure_simulation,64,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,33717.36172030452,1842,9005,16393,0,0.0,20270362
rollback_failure_simulation,64,0.001,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,37112.26497266661,1806,8625,15607,0,0.0,20270363
rollback_failure_simulation,64,0.01,1000,988,0.988,0.0,0,0,0,0,0,0,0,0,36309.44550642017,1877,8276,15669,0,1.0,20270364
rollback_failure_simulation,64,0.05,1000,940,0.94,0.0,0,0,0,0,0,0,0,0,35309.85047018179,1850,9941,17703,0,1.0,20270365
rollback_failure_simulation,64,0.1,1000,892,0.892,0.0,0,0,0,0,0,0,0,0,31696.06968417627,1883,11392,17894,0,1.0,20270366
rollback_failure_simulation,128,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,22500.054900120595,1915,13183,18536,0,0.0,20271002
rollback_failure_simulation,128,0.001,1000,998,0.998,0.0,0,0,0,0,0,0,0,0,19814.65019544486,1997,12738,17740,0,1.0,20271003
rollback_failure_simulation,128,0.01,1000,989,0.989,0.0,0,0,0,0,0,0,0,0,22953.01300186017,1964,12905,17604,0,1.0,20271004
rollback_failure_simulation,128,0.05,1000,957,0.957,0.0,0,0,0,0,0,0,0,0,22369.611616345555,2032,12381,18002,0,1.0,20271005
rollback_failure_simulation,128,0.1,1000,890,0.89,0.0,0,0,0,0,0,0,0,0,22726.08064103377,1884,12016,17711,0,1.0,20271006
rollback_failure_simulation,256,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,13131.040204625302,2582,14587,17984,0,0.0,20272282
rollback_failure_simulation,256,0.001,1000,996,0.996,0.0,0,0,0,0,0,0,0,0,13009.24680350554,2615,15094,20059,0,1.0,20272283
rollback_failure_simulation,256,0.01,1000,994,0.994,0.0,0,0,0,0,0,0,0,0,12750.700121824038,2644,14602,18623,0,1.0,20272284
rollback_failure_simulation,256,0.05,1000,947,0.947,0.0,0,0,0,0,0,0,0,0,13446.357136455814,2580,14832,19302,0,1.0,20272285
rollback_failure_simulation,256,0.1,1000,911,0.911,0.0,0,0,0,0,0,0,0,0,12951.263463103653,2640,15266,19282,0,1.0,20272286
high_reservation_contention,1,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,98629.72733488162,1821,1976,3324,0,0.0,20270732
high_reservation_contention,1,0.001,1000,998,0.998,0.0,0,0,0,0,0,0,0,0,97757.99851053656,1794,2066,5252,0,1.0,20270733
high_reservation_contention,1,0.01,1000,989,0.989,0.0,0,0,0,0,0,0,0,0,91686.07202375682,1838,2876,5120,0,1.0,20270734
high_reservation_contention,1,0.05,1000,948,0.948,0.0,0,0,0,0,0,0,0,0,96871.47751106993,1921,2070,3139,0,1.0,20270735
high_reservation_contention,1,0.1,1000,898,0.898,0.0,0,0,0,0,0,0,0,0,80882.83288558057,1824,2192,6043,0,1.0,20270736
high_reservation_contention,4,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,90522.17444802084,1857,2408,6002,0,0.0,20270762
high_reservation_contention,4,0.001,1000,998,0.998,0.0,0,0,0,0,0,0,0,0,83229.43525496536,1963,2775,14388,0,1.0,20270763
high_reservation_contention,4,0.01,1000,993,0.993,0.0,0,0,0,0,0,0,0,0,77821.64756961123,2018,2256,5649,0,1.0,20270764
high_reservation_contention,4,0.05,1000,953,0.953,0.0,0,0,0,0,0,0,0,0,86315.14020246848,1881,2121,10245,0,1.0,20270765
high_reservation_contention,4,0.1,1000,908,0.908,0.0,0,0,0,0,0,0,0,0,88122.87006993708,1883,2559,9510,0,1.0,20270766
high_reservation_contention,16,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,72028.04541602136,1807,2612,12425,0,0.0,20270882
high_reservation_contention,16,0.001,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,60037.47659358244,1861,2667,13079,0,0.0,20270883
high_reservation_contention,16,0.01,1000,990,0.99,0.0,0,0,0,0,0,0,0,0,67568.41673814614,2225,3123,13684,0,1.0,20270884
high_reservation_contention,16,0.05,1000,952,0.952,0.0,0,0,0,0,0,0,0,0,69311.34260028918,1830,2605,11626,0,1.0,20270885
high_reservation_contention,16,0.1,1000,922,0.922,0.0,0,0,0,0,0,0,0,0,71712.33714675883,1941,2771,8412,0,1.0,20270886
high_reservation_contention,64,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,37391.98250834833,1908,8881,16070,0,0.0,20271362
high_reservation_contention,64,0.001,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,36450.1850083285,2004,8105,16139,0,0.0,20271363
high_reservation_contention,64,0.01,1000,993,0.993,0.0,0,0,0,0,0,0,0,0,37433.65773215929,1995,8912,15690,0,1.0,20271364
high_reservation_contention,64,0.05,1000,957,0.957,0.0,0,0,0,0,0,0,0,0,35593.02282781009,1993,8395,17559,0,1.0,20271365
high_reservation_contention,64,0.1,1000,905,0.905,0.0,0,0,0,0,0,0,0,0,36168.2881512765,2025,9151,16583,0,1.0,20271366
high_reservation_contention,128,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,21877.884257206948,1974,14549,20508,0,0.0,20272002
high_reservation_contention,128,0.001,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,22681.41245776491,1931,13943,18656,0,0.0,20272003
high_reservation_contention,128,0.01,1000,987,0.987,0.0,0,0,0,0,0,0,0,0,21630.711665130133,1886,14570,18772,0,1.0,20272004
high_reservation_contention,128,0.05,1000,959,0.959,0.0,0,0,0,0,0,0,0,0,22474.474727694025,1872,13594,17857,0,1.0,20272005
high_reservation_contention,128,0.1,1000,906,0.906,0.0,0,0,0,0,0,0,0,0,18089.27673102535,1944,14345,17795,0,1.0,20272006
high_reservation_contention,256,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,12808.589665658741,2657,14855,18994,0,0.0,20273282
high_reservation_contention,256,0.001,1000,999,0.999,0.0,0,0,0,0,0,0,0,0,12973.099085524156,2628,15100,19080,0,1.0,20273283
high_reservation_contention,256,0.01,1000,992,0.992,0.0,0,0,0,0,0,0,0,0,13083.140084445868,2724,14938,20684,0,1.0,20273284
high_reservation_contention,256,0.05,1000,956,0.956,0.0,0,0,0,0,0,0,0,0,13380.070275606298,2610,14156,20778,0,1.0,20273285
high_reservation_contention,256,0.1,1000,912,0.912,0.0,0,0,0,0,0,0,0,0,12970.462844871285,2633,14547,18862,0,1.0,20273286
multiple_asset_contention,1,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,84855.25475474448,1853,2097,5656,0,0.0,20271732
multiple_asset_contention,1,0.001,1000,998,0.998,0.0,0,0,0,0,0,0,0,0,88227.43409133854,2368,3047,8487,0,1.0,20271733
multiple_asset_contention,1,0.01,1000,987,0.987,0.0,0,0,0,0,0,0,0,0,88448.83040616206,2018,2230,6298,0,1.0,20271734
multiple_asset_contention,1,0.05,1000,943,0.943,0.0,0,0,0,0,0,0,0,0,97148.53505847315,1865,2077,5722,0,1.0,20271735
multiple_asset_contention,1,0.1,1000,901,0.901,0.0,0,0,0,0,0,0,0,0,99406.65163702407,1856,2091,4878,0,1.0,20271736
multiple_asset_contention,4,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,90669.02406134816,1856,2075,5141,0,0.0,20271762
multiple_asset_contention,4,0.001,1000,999,0.999,0.0,0,0,0,0,0,0,0,0,78230.66028526601,1978,2300,8036,0,1.0,20271763
multiple_asset_contention,4,0.01,1000,993,0.993,0.0,0,0,0,0,0,0,0,0,69157.33584357022,1921,2413,13470,0,1.0,20271764
multiple_asset_contention,4,0.05,1000,963,0.963,0.0,0,0,0,0,0,0,0,0,65309.722214263806,2105,5818,9288,0,1.0,20271765
multiple_asset_contention,4,0.1,1000,906,0.906,0.0,0,0,0,0,0,0,0,0,70147.12377152895,2220,2710,7475,0,1.0,20271766
multiple_asset_contention,16,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,56315.27679709942,1997,2942,16614,0,0.0,20271882
multiple_asset_contention,16,0.001,1000,999,0.999,0.0,0,0,0,0,0,0,0,0,68933.93599054629,1846,3057,12745,0,1.0,20271883
multiple_asset_contention,16,0.01,1000,990,0.99,0.0,0,0,0,0,0,0,0,0,69284.02306262491,1892,2535,12956,0,1.0,20271884
multiple_asset_contention,16,0.05,1000,955,0.955,0.0,0,0,0,0,0,0,0,0,69947.5127852767,1791,2369,11883,0,1.0,20271885
multiple_asset_contention,16,0.1,1000,896,0.896,0.0,0,0,0,0,0,0,0,0,70536.35704817892,1842,2751,9906,0,1.0,20271886
multiple_asset_contention,64,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,34815.85511258602,1905,9700,16124,0,0.0,20272362
multiple_asset_contention,64,0.001,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,38099.590882780896,1942,8450,14861,0,0.0,20272363
multiple_asset_contention,64,0.01,1000,989,0.989,0.0,0,0,0,0,0,0,0,0,36325.60807520124,1810,8802,15181,0,1.0,20272364
multiple_asset_contention,64,0.05,1000,954,0.954,0.0,0,0,0,0,0,0,0,0,38438.56107239705,1844,7807,15157,0,1.0,20272365
multiple_asset_contention,64,0.1,1000,907,0.907,0.0,0,0,0,0,0,0,0,0,38887.651397447924,1940,8340,14738,0,1.0,20272366
multiple_asset_contention,128,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,23630.17025466451,1838,12117,16464,0,0.0,20273002
multiple_asset_contention,128,0.001,1000,999,0.999,0.0,0,0,0,0,0,0,0,0,22313.8254342522,1883,11916,16104,0,1.0,20273003
multiple_asset_contention,128,0.01,1000,990,0.99,0.0,0,0,0,0,0,0,0,0,22658.17353730479,1975,13420,17895,0,1.0,20273004
multiple_asset_contention,128,0.05,1000,949,0.949,0.0,0,0,0,0,0,0,0,0,22946.77321558494,1816,13011,18987,0,1.0,20273005
multiple_asset_contention,128,0.1,1000,906,0.906,0.0,0,0,0,0,0,0,0,0,23387.2185763425,1916,10939,16810,0,1.0,20273006
multiple_asset_contention,256,0.0,1000,1000,1.0,0.0,0,0,0,0,0,0,0,0,13249.259714180316,2627,14582,19541,0,0.0,20274282
multiple_asset_contention,256,0.001,1000,998,0.998,0.0,0,0,0,0,0,0,0,0,13139.001544150902,2680,14697,17072,0,1.0,20274283
multiple_asset_contention,256,0.01,1000,990,0.99,0.0,0,0,0,0,0,0,0,0,12317.957524978821,2702,15001,20411,0,1.0,20274284
multiple_asset_contention,256,0.05,1000,953,0.953,0.0,0,0,0,0,0,0,0,0,13049.130406603377,2639,14443,19440,0,1.0,20274285
multiple_asset_contention,256,0.1,1000,885,0.885,0.0,0,0,0,0,0,0,0,0,13099.501639940834,2492,14902,20204,0,1.0,20274286
